Startup Time,Password,ISO,Shutter Speed,Camera Mode,Resolution width,Resolution Height,Image Rotation,Threshold,sensitivity
Tue Jul 12 13:35:47 2022,123,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 13:36:05 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 13:36:35 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 13:39:34 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 13:43:06 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 13:47:50 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 13:48:26 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 13:49:39 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 13:51:26 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 13:53:24 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:03:49 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:11:34 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:12:53 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:14:46 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:16:08 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:16:30 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:22:53 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:23:52 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:24:23 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:25:06 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:26:15 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:26:56 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:27:29 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:29:56 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:31:47 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:41:05 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 14:58:50 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 15:04:18 2022,900,60000,sports,852,480,0,7500,2.5
Tue Jul 12 15:45:01 2022,900,60000,sports,852,480,0,7500,2.5
Wed Jul 13 09:50:27 2022,900,60000,sports,852,480,0,7500,2.5
Wed Jul 13 09:51:07 2022,900,60000,sports,852,480,0,7500,2.5
Wed Jul 13 09:51:37 2022,850,60000,sports,852,480,0,7500,2.5
Wed Jul 13 09:52:10 2022,800,60000,auto,852,480,0,7500,2.5
Wed Jul 13 09:52:46 2022,800,10000,auto,852,480,0,7500,2.5
Wed Jul 13 09:53:09 2022,800,10000,auto,852,480,0,7500,2.5
Wed Jul 13 09:53:23 2022,800,10000,auto,852,480,0,7500,2.5
Wed Jul 13 09:54:31 2022,800,10000,auto,852,480,0,7500,2.5
Wed Jul 13 09:57:42 2022,800,10000,auto,852,480,0,7500,2.5
Wed Jul 13 09:58:44 2022,700,10000,auto,852,480,0,7500,100.0
Wed Jul 13 10:00:31 2022,750,10000,auto,852,480,0,7500,1.5
Wed Jul 13 10:00:59 2022,725,10000,auto,852,480,0,7500,1.5
Wed Jul 13 10:01:54 2022,710,10000,auto,852,480,0,7500,5.0
Wed Jul 13 10:03:58 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 10:05:55 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 10:21:31 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 10:21:58 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 10:22:41 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 10:24:23 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 10:28:39 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 10:30:26 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 10:31:33 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 11:01:29 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 11:02:22 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 11:06:06 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 11:11:30 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 11:13:38 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 11:30:32 2022,710,10000,auto,852,480,0,7500,20.0
Wed Jul 13 14:04:43 2022,711,10000,auto,852,480,0,7500,20.0
Wed Jul 13 15:36:16 2022,711,10000,auto,852,480,0,7500,20.0
Wed Jul 13 15:38:07 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 10:14:57 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 10:15:23 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 10:19:09 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:01:50 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:02:58 2022,711,10000,auto,852,480,0,7500,20.0
Thu Jul 14 11:04:17 2022,711,10000,auto,852,480,0,7500,20.0
