Timestamp,Score,Pass?
Wed Jul 13 14:04:54 2022,4.0,True
Wed Jul 13 14:05:04 2022,46.0,True
Wed Jul 13 14:05:09 2022,5294.0,True
Wed Jul 13 14:05:13 2022,53.0,True
Wed Jul 13 14:05:15 2022,36.0,True
Wed Jul 13 14:05:18 2022,458.0,True
Wed Jul 13 14:05:24 2022,249.0,True
Wed Jul 13 14:05:39 2022,21238.0,False
Wed Jul 13 14:05:43 2022,94.0,True
Wed Jul 13 14:05:51 2022,27701.0,False
Wed Jul 13 14:05:53 2022,67.0,True
Wed Jul 13 14:05:59 2022,42.0,True
Wed Jul 13 14:06:06 2022,9998.0,False
Wed Jul 13 14:06:09 2022,11868.0,False
Wed Jul 13 14:06:13 2022,8449.0,False
Wed Jul 13 14:06:18 2022,5776.0,True
Wed Jul 13 14:06:23 2022,3143.0,True
Wed Jul 13 14:06:27 2022,2540.0,True
Wed Jul 13 14:06:32 2022,13667.0,False
Wed Jul 13 14:06:34 2022,54.0,True
Wed Jul 13 14:06:37 2022,15437.0,False
Wed Jul 13 14:06:44 2022,394.0,True
Wed Jul 13 14:06:57 2022,45.0,True
Wed Jul 13 14:06:59 2022,56.0,True
Wed Jul 13 14:07:05 2022,63.0,True
Wed Jul 13 14:07:07 2022,57.0,True
Wed Jul 13 14:07:12 2022,68.0,True
Wed Jul 13 15:36:29 2022,81.0,False
Wed Jul 13 15:36:40 2022,62.0,False
Wed Jul 13 15:36:45 2022,182.0,False
Wed Jul 13 15:36:57 2022,409.0,False
Wed Jul 13 15:37:07 2022,2.0,False
Wed Jul 13 15:37:11 2022,1.0,False
Wed Jul 13 15:37:19 2022,35134.0,True
Wed Jul 13 15:37:26 2022,122.0,False
Wed Jul 13 15:38:13 2022,7.0,True
Wed Jul 13 15:38:25 2022,32965.0,False
Wed Jul 13 15:38:31 2022,62.0,True
Wed Jul 13 15:38:35 2022,35320.0,False
Thu Jul 14 11:27:36 2022,0.0,True
Thu Jul 14 11:27:40 2022,344295.0,False
Thu Jul 14 11:27:42 2022,2264.0,True
Thu Jul 14 11:27:45 2022,347886.0,False
Thu Jul 14 11:27:46 2022,5743.0,True
Thu Jul 14 11:27:48 2022,14280.0,False
Thu Jul 14 11:27:49 2022,12526.0,False
Thu Jul 14 11:27:49 2022,14075.0,False
Thu Jul 14 11:27:50 2022,12757.0,False
Thu Jul 14 11:27:51 2022,12667.0,False
Thu Jul 14 11:27:52 2022,9623.0,False
Thu Jul 14 11:27:53 2022,8935.0,False
Thu Jul 14 11:27:55 2022,9391.0,False
Thu Jul 14 11:28:04 2022,13104.0,False
Thu Jul 14 11:28:09 2022,16400.0,False
Thu Jul 14 11:28:22 2022,31538.0,False
Thu Jul 14 11:28:30 2022,0.0,True
Thu Jul 14 11:28:33 2022,192.0,True
Thu Jul 14 11:28:38 2022,293869.0,False
Thu Jul 14 11:28:40 2022,470.0,True
Thu Jul 14 11:28:41 2022,561.0,True
Thu Jul 14 11:28:42 2022,550.0,True
Thu Jul 14 11:41:38 2022,50390.0,False
Thu Jul 14 11:41:44 2022,47081.0,False
Thu Jul 14 11:41:45 2022,46401.0,False
Thu Jul 14 11:41:46 2022,44995.0,False
Thu Jul 14 11:41:48 2022,45941.0,False
Thu Jul 14 11:41:49 2022,47603.0,False
Thu Jul 14 11:41:56 2022,46557.0,False
Thu Jul 14 11:41:57 2022,46845.0,False
Thu Jul 14 11:41:58 2022,46910.0,False
Thu Jul 14 11:42:00 2022,47148.0,False
Thu Jul 14 11:42:22 2022,167897.0,False
Thu Jul 14 11:42:24 2022,166715.0,False
Thu Jul 14 11:42:25 2022,167040.0,False
Thu Jul 14 11:42:49 2022,165000.0,False
Thu Jul 14 11:42:50 2022,165399.0,False
Thu Jul 14 11:42:51 2022,166076.0,False
Thu Jul 14 11:42:54 2022,165965.0,False
Thu Jul 14 11:43:22 2022,7783.0,False
Thu Jul 14 11:43:25 2022,7766.0,False
Thu Jul 14 11:43:25 2022,7710.0,False
Thu Jul 14 11:43:26 2022,7744.0,False
Thu Jul 14 11:43:29 2022,7715.0,False
Thu Jul 14 11:43:30 2022,7747.0,False
Thu Jul 14 11:43:33 2022,7731.0,False
Thu Jul 14 11:43:35 2022,7741.0,False
Thu Jul 14 11:44:28 2022,41.0,True
Thu Jul 14 11:44:32 2022,0.0,True
Thu Jul 14 11:44:33 2022,1.0,True
Thu Jul 14 11:44:37 2022,18424.0,False
Thu Jul 14 11:44:43 2022,18378.0,False
Thu Jul 14 11:44:44 2022,18380.0,False
Thu Jul 14 11:44:59 2022,16353.0,False
Thu Jul 14 11:45:00 2022,16339.0,False
Thu Jul 14 11:45:02 2022,16355.0,False
Thu Jul 14 11:45:06 2022,16362.0,False
Thu Jul 14 11:47:27 2022,4287.0,True
Thu Jul 14 11:47:28 2022,4256.0,True
Thu Jul 14 11:47:32 2022,19102.0,False
Thu Jul 14 11:47:33 2022,20972.0,False
Thu Jul 14 11:47:34 2022,20374.0,False
Thu Jul 14 11:47:37 2022,20017.0,False
Thu Jul 14 11:47:38 2022,20175.0,False
Thu Jul 14 11:48:18 2022,2821.0,True
Thu Jul 14 11:48:19 2022,0.0,True
Thu Jul 14 11:48:21 2022,0.0,True
Thu Jul 14 11:48:22 2022,0.0,True
Thu Jul 14 11:48:36 2022,24569.0,False
Thu Jul 14 11:48:40 2022,25518.0,False
Thu Jul 14 11:51:07 2022,3.0,True
Thu Jul 14 11:51:09 2022,29757.0,False
Thu Jul 14 11:51:10 2022,28288.0,False
Thu Jul 14 11:51:11 2022,27505.0,False
Thu Jul 14 11:51:14 2022,0.0,True
Thu Jul 14 11:51:15 2022,0.0,True
Thu Jul 14 11:55:03 2022,692.0,True
Thu Jul 14 11:55:04 2022,707.0,True
Thu Jul 14 11:55:05 2022,713.0,True
Thu Jul 14 11:55:06 2022,51300.0,False
Thu Jul 14 11:55:08 2022,845.0,True
Thu Jul 14 11:55:10 2022,872.0,True
Thu Jul 14 11:56:33 2022,1152.0,True
Thu Jul 14 11:56:34 2022,1159.0,True
Thu Jul 14 12:01:46 2022,165836.0,False
Thu Jul 14 13:22:48 2022,198065.0,False
Thu Jul 14 13:22:54 2022,0.0,True
Thu Jul 14 13:22:58 2022,0.0,True
Thu Jul 14 13:23:00 2022,55855.0,False
Thu Jul 14 13:23:05 2022,55971.0,False
Thu Jul 14 13:23:08 2022,0.0,True
Thu Jul 14 13:36:17 2022,32151.0,False
Thu Jul 14 13:36:20 2022,32135.0,False
Thu Jul 14 13:36:21 2022,32154.0,False
Thu Jul 14 13:36:28 2022,32149.0,False
Thu Jul 14 13:36:32 2022,32149.0,False
Thu Jul 14 13:36:38 2022,0.0,True
Thu Jul 14 13:36:39 2022,0.0,True
Thu Jul 14 13:36:41 2022,14799.0,False
Thu Jul 14 13:45:13 2022,0.0,True
Thu Jul 14 13:45:16 2022,0.0,True
Thu Jul 14 13:45:17 2022,0.0,True
Thu Jul 14 13:45:23 2022,0.0,True
Thu Jul 14 13:45:39 2022,40840.0,False
Thu Jul 14 13:45:41 2022,0.0,True
Thu Jul 14 13:45:42 2022,0.0,True
Thu Jul 14 13:45:44 2022,0.0,True
Thu Jul 14 14:07:21 2022,0.0,True
Thu Jul 14 14:07:23 2022,0.0,True
Thu Jul 14 14:07:36 2022,0.0,True
Thu Jul 14 14:07:37 2022,0.0,True
Thu Jul 14 14:07:38 2022,0.0,True
Thu Jul 14 14:07:39 2022,0.0,True
Thu Jul 14 14:07:41 2022,0.0,True
Thu Jul 14 14:07:43 2022,0.0,True
Thu Jul 14 14:07:45 2022,0.0,True
Thu Jul 14 14:07:46 2022,0.0,True
Thu Jul 14 14:07:47 2022,0.0,True
Thu Jul 14 14:07:52 2022,15.0,True
Thu Jul 14 14:09:03 2022,54.0,True
Thu Jul 14 14:09:04 2022,57.0,True
Thu Jul 14 14:09:05 2022,52.0,True
Thu Jul 14 14:09:07 2022,55.0,True
Thu Jul 14 14:09:08 2022,54.0,True
Thu Jul 14 14:09:09 2022,45.0,True
Thu Jul 14 14:09:10 2022,52.0,True
Thu Jul 14 14:18:38 2022,18969.0,False
Thu Jul 14 14:18:39 2022,18876.0,False
Thu Jul 14 14:18:40 2022,65608.0,False
Thu Jul 14 14:18:45 2022,33265.0,False
Thu Jul 14 14:18:49 2022,624.0,True
Thu Jul 14 14:18:50 2022,668.0,True
Thu Jul 14 14:18:51 2022,935.0,True
Thu Jul 14 14:18:54 2022,3.0,True
Thu Jul 14 14:18:55 2022,28.0,True
Thu Jul 14 14:22:38 2022,18353.0,False
Thu Jul 14 14:22:39 2022,17893.0,False
Thu Jul 14 14:22:40 2022,17806.0,False
Thu Jul 14 14:22:40 2022,17866.0,False
Thu Jul 14 14:22:41 2022,17907.0,False
Thu Jul 14 14:22:41 2022,17892.0,False
Thu Jul 14 14:22:41 2022,17873.0,False
Thu Jul 14 14:22:42 2022,17926.0,False
Thu Jul 14 14:22:42 2022,17981.0,False
Thu Jul 14 14:22:43 2022,17941.0,False
Thu Jul 14 14:23:08 2022,28625.0,False
Thu Jul 14 14:23:08 2022,16294.0,False
Thu Jul 14 14:23:09 2022,16767.0,False
Thu Jul 14 14:23:10 2022,16950.0,False
Thu Jul 14 14:23:10 2022,17888.0,False
Thu Jul 14 14:23:11 2022,17871.0,False
Thu Jul 14 14:23:11 2022,17873.0,False
Thu Jul 14 14:23:12 2022,17580.0,False
Thu Jul 14 14:23:12 2022,16999.0,False
Thu Jul 14 14:23:12 2022,17000.0,False
Thu Jul 14 14:23:13 2022,16923.0,False
Thu Jul 14 14:23:13 2022,17378.0,False
Thu Jul 14 14:23:14 2022,17486.0,False
Thu Jul 14 14:23:14 2022,17065.0,False
Thu Jul 14 14:23:14 2022,17089.0,False
Thu Jul 14 14:23:15 2022,17121.0,False
Thu Jul 14 14:23:15 2022,17119.0,False
Thu Jul 14 14:23:15 2022,17092.0,False
Thu Jul 14 14:23:16 2022,17054.0,False
Thu Jul 14 14:23:16 2022,17060.0,False
Thu Jul 14 14:23:17 2022,17045.0,False
Thu Jul 14 14:23:17 2022,17104.0,False
Thu Jul 14 14:23:17 2022,17108.0,False
Thu Jul 14 14:23:18 2022,17159.0,False
Thu Jul 14 14:23:18 2022,17222.0,False
Thu Jul 14 14:23:18 2022,17161.0,False
Thu Jul 14 14:23:19 2022,17313.0,False
Thu Jul 14 14:23:19 2022,17176.0,False
Thu Jul 14 14:23:20 2022,17265.0,False
Thu Jul 14 14:23:20 2022,17481.0,False
Thu Jul 14 14:23:20 2022,17458.0,False
Thu Jul 14 14:23:21 2022,17474.0,False
Thu Jul 14 14:23:21 2022,17541.0,False
Thu Jul 14 14:23:21 2022,17723.0,False
Thu Jul 14 14:23:28 2022,30646.0,False
Thu Jul 14 14:23:28 2022,63623.0,False
Thu Jul 14 14:23:29 2022,68124.0,False
Thu Jul 14 14:23:29 2022,35924.0,False
Thu Jul 14 14:23:29 2022,35050.0,False
Thu Jul 14 14:23:30 2022,34649.0,False
Thu Jul 14 14:23:30 2022,21223.0,False
Thu Jul 14 14:23:30 2022,23413.0,False
Thu Jul 14 14:23:31 2022,21466.0,False
Thu Jul 14 14:23:31 2022,21582.0,False
Thu Jul 14 14:23:31 2022,21622.0,False
Thu Jul 14 14:23:32 2022,21392.0,False
Thu Jul 14 14:23:32 2022,21216.0,False
Thu Jul 14 14:23:33 2022,21538.0,False
Thu Jul 14 15:02:17 2022,63118.0,False
Thu Jul 14 15:08:28 2022,176429.0,False
Thu Jul 14 15:08:29 2022,177362.0,False
Thu Jul 14 15:08:30 2022,176970.0,False
Thu Jul 14 15:08:35 2022,5106.0,True
Thu Jul 14 15:08:37 2022,5119.0,True
Thu Jul 14 15:15:08 2022,276776.0,False
Thu Jul 14 15:15:12 2022,274994.0,False
Fri Jul 15 08:33:54 2022,193314.0,False
Fri Jul 15 08:33:57 2022,214451.0,False
Fri Jul 15 08:33:58 2022,225461.0,False
Fri Jul 15 08:34:01 2022,73729.0,False
Fri Jul 15 08:34:02 2022,74183.0,False
Fri Jul 15 08:34:02 2022,73794.0,False
Fri Jul 15 08:34:08 2022,72100.0,False
Fri Jul 15 08:34:18 2022,69474.0,False
Fri Jul 15 08:34:24 2022,0.0,True
Fri Jul 15 08:34:26 2022,0.0,True
Fri Jul 15 08:34:28 2022,78343.0,False
